x y1 y2 y3 y4 y5
1 21.772221253331274 23.964452172979097 20.437893850914012 31.071850606921114 17.068582620286076
2 16.929802025599052 17.598180370651622 16.18460051235649 19.986412933677546 14.571828839460677
3 17.049858693988867 18.088037842013065 16.602687277714473 19.407691760247193 15.556767320967857
4 16.101162382387287 16.656325493658635 15.314113904037034 17.943243497590323 13.972571957098035
5 15.01688216452498 15.401126720248506 14.577697581413561 16.520199030187943 13.477140647252172
6 15.196626643215167 15.623927105337039 14.500977059182208 16.63525374472008 12.857035230178514
7 14.203805603804586 14.679245391229044 13.612191772108506 15.753938802414291 11.887627245144095
8 14.198696116085474 14.799241775484415 13.651541018889207 15.691556128374307 11.866987260952222
9 15.035247644617405 15.560208404533787 14.361795656466194 16.416204010374347 12.951182755166124
10 13.30179853967713 13.812504545749597 12.901858928086828 14.601983941088648 11.298335167274454
11 14.321242356297615 14.775854789923144 13.783357981397812 15.853352228010376 12.096138661069178
12 13.291560012627734 13.638172604751666 12.795234216570854 14.44581218826585 10.959727330623735
13 13.653652592895577 14.021014332373742 13.312369444116417 14.65940702309515 11.579748024048996
14 13.13807986494268 13.471635239406865 12.709433600251932 14.831813130392824 11.142391516581984
15 12.076671773547503 12.375011437692532 11.616777146304184 13.267501755082966 10.391049168131083
16 12.98662982621746 13.365753489115363 12.452737238598218 14.27914773744845 10.777421590870285
17 9.666746697928385 10.054885282876619 9.295305188919396 10.646334555178694 8.374352613568147
18 12.035502597627062 12.397707599659125 11.707410269183974 13.210671738615298 10.261259055980432
19 14.162088982771381 14.710420435239719 13.844150457729288 15.51946936405908 11.976033113651429
20 11.592551070763534 11.99253956138176 11.0780113196008 12.543701109566975 9.615176064865471
21 11.563862339973314 11.945604289467079 11.032260549462842 12.668642422147435 10.010952812577468
22 14.53195658708118 15.282313208468924 14.279186840670791 15.962358977487234 12.382426386228785
23 11.808827734924986 12.164409628673189 11.403597783212252 13.012522676610361 10.151783067835485
24 10.430083959832125 10.680351100012743 9.9299570047036 11.506260034864436 8.911213787483375
25 12.001694603312146 12.358522912272438 11.658878282357067 13.372239736121028 10.308111233547645
26 11.024524628643217 11.410084030217934 10.593305697782666 12.444561406527265 9.489902374895099
27 11.420434979031548 11.936346601578045 11.062176143853975 12.949859762810279 9.995357144067485
28 12.48641814744052 12.946368170915488 12.165903697626764 13.976899380370345 10.944046938465334
29 10.935919985422315 11.360468558272013 10.538466687052479 12.382028836801663 9.55227853173135
30 12.348129601634616 12.736352910231252 11.977983386865647 13.872317812221635 10.829122568007676
31 11.40501853362395 11.804923929894702 11.053281790072534 12.835450251446757 9.776646304315351
32 11.800847418965748 12.276518567122368 11.394449258485597 13.28881952846206 10.339263467345283
33 10.596904823538894 11.080419426376583 10.26084195494214 11.803346766593648 9.286565618726373
34 11.433397697237307 11.975534547566587 11.054495619266005 12.856207545305642 9.92763036297436
35 9.981657981840986 10.373868189815383 9.611642111146475 11.203653231581534 8.738749025352188
36 10.242339613571527 10.506913645225854 9.880137870141333 11.688468016562037 8.911076926205174
37 10.062738513363268 10.405261560150791 9.730517536361438 11.485378914134802 8.885027662922928
38 10.849645242532524 11.301707820201305 10.39501977449954 12.19954713254766 9.354188124559926
39 12.874612128620406 13.285016740089482 12.41462788982589 14.325986880608221 11.199319291105503
40 11.94961236975694 12.408311090117024 11.457262067971307 13.497350495998317 10.448980592028
41 11.545913960919197 12.017482529331975 11.071600020437952 13.111831826946862 9.948583172944947
42 11.754066930639484 12.193104876667135 11.449288269215774 13.142925405910999 10.422761881448928
43 11.837640292585949 12.182903823539142 11.492420752757884 13.398393274662856 10.720044129289851
44 9.85435092430893 10.337671640335861 9.514151260648784 11.271751493286896 8.353360700375212
45 11.011428307761129 11.39059759108509 10.58538892455971 12.064041432731642 9.640977674406237
46 11.256579443018916 11.643421104426196 10.943796026121992 12.611545200327113 10.04759904911391
47 10.816381434728505 11.250111118323485 10.335400394838267 12.429285080999719 9.47961822741965
48 12.31479736319151 12.830603081177507 11.960284290853943 13.99278832304789 10.86087438454787
49 10.883635718551693 11.337065279701436 10.397590811368403 12.006794315225678 9.65657334291623
50 11.753972431185495 12.273877470313485 11.4087561499593 12.976078473389341 10.704083497371354
51 12.13733716440637 12.657082532043134 11.802564702146851 13.476664891380373 10.813781070442886
52 12.561822194519767 12.910934134271603 12.129312857321983 13.830731535262897 11.079265881317557
53 9.346501082768228 9.690423699055344 9.028686384596876 10.526841624910944 8.260099515093966
54 11.647236927206222 11.984772683844453 11.235719503201382 12.892821195823457 10.33943943184582
55 11.759202487173493 12.262060150662109 11.408635581690417 12.991648073084438 10.584095259620629
56 11.407517881251856 11.896013257035124 10.981370964189015 12.600980813091544 10.12546008199684
57 10.349312995486702 10.745418861986739 9.837332876086318 11.39684921875672 9.494672968020602
58 10.792733761018308 11.109448681061346 10.456584539472226 12.022663706292047 9.630771733375465
59 10.477291325002263 11.002247197015851 10.072108623016518 12.00689859048525 9.22909039909009
60 8.947723162741623 9.280001165276017 8.715798692440385 10.010881123336524 7.696928389747548
61 11.417925855598055 11.85306488449821 11.00884423648481 12.543525145066436 10.406892490382557
62 11.089465305144596 11.473804360322116 10.715607542855176 12.027492954251052 9.854279235067976
63 9.778673154673317 10.19557541825458 9.54541265760879 10.85481990228887 8.483496224323195
64 11.313745095478339 11.790625184925657 10.880028446290812 12.606220644885124 10.151607103334959
65 12.541309295800502 12.917855404625804 12.065856473968593 13.70067421775959 11.230627937792514
66 9.53135504917752 9.927369674825423 9.285135092509098 10.703868429648477 8.645396599218824
67 10.247341567429208 10.603019589932329 9.955730916128537 11.532048609997759 8.96793301148775
68 10.063171907410867 10.377211515325463 9.607166421489458 11.089784648127043 8.989680920312592
69 10.834000694994605 11.061935007316215 10.491259321882342 11.881390281180849 9.848869955977602
70 12.113927368632073 12.378436228249159 11.573230820325644 13.236962138435315 10.850179653237834
71 9.898961183795313 10.082671380951151 9.597975534938602 10.860326939435105 8.567294429798123
72 10.182628993058142 10.45627823089723 9.800921258883921 11.110287771040728 9.333176659755814
73 10.56856150454601 10.95948782338691 10.268832046706969 11.475179490307742 9.578373415439668
74 10.203399321324474 10.464053254939191 9.825634495402902 11.329135472071039 9.046432730335574
75 11.016521502470939 11.20926780258921 10.626986606624971 11.83985614185189 9.890723438288983
76 7.39452036117822 7.629126660811608 7.089619502184697 8.728692980007047 5.914407999372262
77 10.490517989958814 10.822696605136446 10.206462407074453 11.511936519307476 9.297071351128427
78 10.743072668646331 11.06750558719875 10.456509591629406 11.558671387207664 9.708489387776487
79 11.82978380349744 12.037061838617875 11.523711477134652 12.840853013333419 10.865749252932932
80 11.822168450946702 12.107416682112433 11.479387974612106 12.809570435461303 10.568708141629779
81 11.133925668945345 11.563857452070533 10.883899665302486 12.298667283976206 10.042020322726719
82 10.253500324947773 10.6873277665986 10.028047437943838 11.465084341740262 9.166909758365549
83 11.073902222653226 11.31621348638856 10.697287683188824 12.116192096925937 9.953438489718858
84 11.261653086117551 11.526170092239292 10.865622167460327 12.210150623005578 10.146412891967449
85 10.682736396575493 10.94330397724088 10.347875952065705 11.844867871515152 9.650773031602444
86 9.520823247960575 9.773697269630532 9.197705175259335 10.438064275791369 8.660881475265514
87 10.969793151774464 11.291576827013339 10.645441698268588 12.069313850543839 9.823270379752246
88 8.93971026076375 9.169027849575635 8.628241689718017 10.130465294456382 7.509102578440419
89 10.148993704641896 10.431636683619217 9.789288050237735 11.230347698032405 8.82267105769785
90 10.805657376001726 11.058438527518627 10.585457355198812 11.647279289030422 9.614908859512816
91 9.783834780022215 10.086154826341287 9.53379574197191 10.813148901681725 8.910946582130707
92 10.096755058197326 10.423772048026052 9.60432166206421 11.058384760587913 9.046615212039832
93 10.073084574274095 10.379414330183954 9.725290738975303 11.094613896086047 9.124671761034476
94 9.958345944122538 10.093967324304659 9.551918456225634 10.90165904544863 8.963051625898943
95 10.33126034117301 10.606289596900526 9.958732088443146 11.152167322167017 9.239504890640015
96 11.019356486090594 11.290288049977045 10.743162280197522 11.840064692371044 9.844281844556345
